Name,uesp_url,occupation,morality,description,n_lines,canonical_lines,kb_found
Leifur,https://en.uesp.net/wiki/Skyrim:Leifur,Lumberjack,No Crime,Leifur is a Nord lumberjack working for Aeri at Anga's Mill.,6,"Don't know why you're asking me. But I'm glad that damn Imperial is gone. Something wrong about him. | I work at the mill. Chop trees, carry logs, saw lumber, you know. | You're all heart, Kodrir. I bet Lady Mara is weeping a special tear for you right now. | I swear that woman Aeri doesn't appreciate all the work I do for her damn mill. | Oh, I've heard this one before. Watch out Divines, poor Kodrir curses you all for giving him life! | Watch your mouth with me you pup! Who do you think you are?",TRUE
Froki Whetted-Blade,https://en.uesp.net/wiki/Skyrim:Froki_Whetted-Blade,Ranger,No Crime,"Froki Whetted-Blade is an elderly Nord ranger who lives in his shack alongside his grandson Haming, a survivor of the attack on Helgen. Haming's parents, Torolf and Matlara, died at Helgen.",6,"Then you finally know what it means to be a true hunter, in the Nord way. For this you have earned the Blessing of Kyne, and can count me as a friend. | Well, look at this. Another city rat crawled outside the walls. I don't suppose you've come up here to tell old Froki about your supposed Divines? | Good. This is Skyrim, and we should honor the old ways. These foreigners don't even respect their own gods, much less Kyne and her Sacred Trials. | I'll anoint you with the symbol of the wolf, the crab and the skeever. This will compel the guardian to appear when you reach his lair. Return when you've defeated the guardian wolf, crab and skeever. | Maybe you're not so soft, after all. Now you're ready for a real challenge. I'll anoint you with the symbol of the Bear, the Sabrecat and the Mammoth. Tread carefully, these are mighty beasts. | I don't believe it. I made that bow myself. Been through some messes with it, let me tell you. You know what? I want you to keep it. My great hunts are behind me, but yours are yet to come.",TRUE
Hern,https://en.uesp.net/wiki/Skyrim:Hern,Lumberjack,Any Crime,"Hern is a Nord lumberjack who owns and operates the Half-Moon Mill with his wife, Hert. He is one of the targets of the Dark Brotherhood, and will not appear until the quest to kill him is started.",6,"Oh my, a guest! | Well now. What have we here? A lost little lamb? | Ah, so the Brotherhood has come for old Hern, has it? Well then, let us meet as equals. | Well then, you won't be leaving here alive! | Hmph. Don't say much, but there's a strange aura about you. You walk in the shadow of death... Leave here. Leave here and never return. | You really don't want to be loitering here, stranger.",TRUE
Hert,https://en.uesp.net/wiki/Skyrim:Hert,Lumberjack,Any Crime,"Hert, a Nord lumberjack, is a vampire that owns and runs the Half-Moon Mill with her husband Hern. She is exceedingly warm with her greetings to strangers, but shows some aggravation towards the war's effect on her mill and the high frequency of passing patrols.",6,"A guest, oh my! | We have guests as often as we can but there aren't a lot of travellers these days. The war keeps people off the roads. | Hern and I do so adore guests! These guards are such a bore. | Other people just make things complex. Out here, Hern and I can get everything we need from the occasional traveler. | Hert keeps giving me this look. I don't know if she wants me or if she wants to eat me. | Why don't you stay a while?",TRUE
Keeper Carcette,https://en.uesp.net/wiki/Skyrim:Keeper_Carcette,Vigilant,Violence Against Enemies,"Keeper Carcette, a Breton, is the Keeper of the Vigil in Skyrim, the leader of the Vigilants of Stendarr in the province. She is found in the Hall of the Vigilant where, according to her followers, she dispenses healing or justice as necessary.",2,I am Keeper of the Vigil here in Skyrim. We bring Stendarr's Mercy to the innocent and His Justice to the Daedra. | I'll gladly share my knowledge with you.,TRUE
Gralnach,https://en.uesp.net/wiki/Skyrim:Gralnach,Lumberjack,No Crime,"Gralnach is a Nord child that lives at Heartwood Mill with his mother Grosta. His father, Leifnarr, recently disappeared and Gralnach is understandably upset, although not as upset as his mother.",6,"It's just me and my mother at the mill here. My father is gone. We don't know what happened to him. | I hope you're not here to start some trouble. I'll fight you if I have to. | My mother taught me the millwork trade... you know, which trees to cut and which ones to pass up. | Someday I'll take over the mill... when I'm old enough. | I'm not afraid of anyone. Put a sword in my hand and I could defend this place if I had to! | Millwork sure is boring, but at least I don't have to work in a nasty mine.",TRUE
Grosta,https://en.uesp.net/wiki/Skyrim:Grosta,Lumberjack,Any Crime,Grosta is a Nord lumberjack that owns and operates Heartwood Mill. She lives there with her husband Leifnarr and son Gralnach.,6,"Hmph. If you see my good-for-nothing husband Leifnarr on your journeys tell him he's no longer welcome here. | Men are complete pigs, am I right? All they care about is one thing... and you know exactly what I mean. | If I ever catch my husband in bed with another woman, he's going to find himself homeless. | Doesn't matter. I'm sure he's long gone by now anyway. | No, it can't be... oh my... and all this time, I was thinking he'd been unfaithful to me. I feel so stupid. | Remember to tell that bastard I never want to see his ugly face again!",TRUE
Rift Guard,https://en.uesp.net/wiki/Skyrim:Rift_Guard,Soldier,No Crime,"Rift Guards are guards that can be found at Heartwood Mill, Merryfair Farm, and Sarethi Farm.",0,,TRUE
Markus,https://en.uesp.net/wiki/Skyrim:Markus,Warrior,No Crime,Markus is a Nord warrior and a carriage driver who can be hired at Heljarchen Hall.,0,,TRUE
Oriella,https://en.uesp.net/wiki/Skyrim:Oriella,Bard,No Crime,Oriella is a Nord bard who can be hired to stay in Heljarchen Hall.,2,"Hello, my name is Oriella, the bard that you asked your steward to hire. I hope my music will be pleasing to you. | Good! I knew you couldn't have been serious when you dismissed me. Life without music is hardly worth living, is it?",TRUE
Arngeir,https://en.uesp.net/wiki/Skyrim:Arngeir,Priest,No Crime,Arngeir is a powerful Greybeard elder who resides in High Hrothgar. He tutors you in the art of using the Voice and acts as the Greybeards' representative since he is the only one of the four who can speak safely.,6,"I see. The dragon will lead you to Alduin, but without the Jarl's help... | She's part of the Imperial delegation. You can't dictate who I bring to this council. | Jarl Balgruuf / Jarl Vignar, I assume you are familiar with the Dragonborn's plan? | By Talos, that's an excellent question. I hope you haven't forgotten that little detail. | I fear this truce will not last. You gave the Empire too much. Ulfric will not let that stand for long. | I fear this truce will not last. General Tullius will be looking for any opportunity to regain the advantage.",TRUE
Borri,https://en.uesp.net/wiki/Skyrim:Borri,Priest,No Crime,"Borri, an elderly priest, is one of the reclusive Greybeards in High Hrothgar who refuses to speak, lest a mere whisper of their voice unleashes destruction. Borri teaches you a word of the Whirlwind Sprint shout during The Way of the Voice.",0,,TRUE
Einarth,https://en.uesp.net/wiki/Skyrim:Einarth,Priest,No Crime,"Einarth, an elderly priest, is one of the Greybeards living at High Hrothgar. He will teach you the second word of the Unrelenting Force shout.",0,,TRUE
Wulfgar,https://en.uesp.net/wiki/Skyrim:Wulfgar,Priest,No Crime,"Wulfgar, an elderly priest, is one of the reclusive Greybeards living at the monastery at High Hrothgar, and one of your initial tutors in the Way of the Voice. Wulfgar will react when interacted with, greeting you with a muttered ""Dovahkiin"" and causing the surroundings to rumble in doing so.",0,,TRUE
Llewellyn the Nightingale,https://en.uesp.net/wiki/Skyrim:Llewellyn_the_Nightingale,Bard,No Crime,Llewellyn the Nightingale is a Nord bard who can be hired to stay in Lakeview Manor.,2,"Allow me to introduce myself. I am the bard Llewellyn, known as ""The Nightingale"". Your steward has arranged for me to take service with you. | Ah, excellent! We'll just call this a misunderstanding between friends. I've already forgotten it, myself.",TRUE
Curwe,https://en.uesp.net/wiki/Skyrim:Curwe,Farmer,No Crime,Curwe is a High Elf farmer and the wife of Vantus Loreius. She lives with him on their farm.,6,"You need something talk to my husband. Vantus Loreius. Or just Loreius, if it's all the same to you. | You know, I was thinking of expanding the herb garden. Make room for some new plants I'm planning. | I just think pollinating would be easier if I could do a lot of plants at once. | I had a look at that boneyard the other day, Vantus. The one to the Northwest. | I told you I don't like you going there. I've seen scavengers picking at the mammoths. They could be dangerous. | That should be all right. How much space were you planning?",TRUE
Vantus Loreius,https://en.uesp.net/wiki/Skyrim:Vantus_Loreius,Citizen,No Crime,"Vantus Loreius is an Imperial citizen who lives at Loreius Farm with his wife Curwe. During the related quest, you can help him try and get rid of the jester Cicero or persuade him to repair Cicero's wagon.",6,"That Cicero feller? Hmph. Tell me something I don't know. Crazy fool's already asked me about five times. Seems he's not satisfied with my answer. Why can't he just leave us alone? | Hmph. Fine. Suit yourself. But you're wrong, anyway. Just look at the fool. I don't know what it is, but he's damn well guilty of something. | What? And just who in Mara's name are you, anyway? Hmm? Come here, telling me my business. And for what? To help a... a... a fool! | I thought we'd talked enough. Unless you've reconsidered my offer? That Cicero needs sortin'... | You can tell Cicero I'll be along presently. I just need to do a couple things here first, and gather my tools. | Just need to gather my tools and finish up a couple of things. No worries - I'll see to Cicero, make sure that wagon gets fixed.",TRUE
Gilfre,https://en.uesp.net/wiki/Skyrim:Gilfre,Lumberjack,No Crime,"Gilfre is an Imperial lumberjack and the owner of Mixwater Mill. The civil war recently drew her five assistants off to fight, which means she will buy firewood herself, and will also sell lumber if the Hearthfire add-on is installed.",3,"I used to have five good men who worked the mill with me. Then this war started and they all ran off. Idiots with mead in their blood. | There's plenty of good wood around here, but I just can't harvest it all by myself. Everyone able-bodied is fighting. | Of course, without functioning mills, who will make the arrows for our soldiers? Men have no sense of irony.",TRUE
Balagog gro-Nolob,https://en.uesp.net/wiki/Skyrim:Balagog_gro-Nolob,Rogue,No Crime,"Balagog gro-Nolob is an Orc rogue who keeps a hidden identity as the famous chef called the Gourmet. Balagog was trained in Breton cuisine during his time in High Rock, where he befriended Anton Virane, a fellow student.",6,"Whatever it is, I'm sure I can't be of help. I'm just here on... holiday. | Gourmet? Why I... Um... Oh dear. You're going to kill me now, aren't you? | What? The Emperor? But I... Oh. Oh, by the gods, no. No, you can't do this. You can't! | Please, you're starting to... frighten me. | Please, just let me be... | I can't help you, friend. Talk to Hadring, the innkeeper.",TRUE
Fultheim,https://en.uesp.net/wiki/Skyrim:Fultheim,Warrior,No Crime,"Fultheim, a Nord warrior, is the only regular patron at the Nightgate Inn, aside from Balagog gro-Nolob. He stays there to ""drink away a lifetime of bad memories"", according to the innkeeper, Hadring.",5,"The beds and beer are both lousy, you ask me. | You see any other inns around here? Where else would I go to drink? | Sure, walk away. I wasn't talking or anything... | Nah, not so much. The odd traveler on the road. But mostly just old Fultheim, come to drink away a lifetime of bad memories, I'd wager. | Hadring got himself another customer, eh?",TRUE
Hadring,https://en.uesp.net/wiki/Skyrim:Hadring,Warrior,No Crime,"Hadring, a Nord warrior, is the proprietor of the Nightgate Inn. He has a tendency to talk too much, which may prove beneficial during the related quests.",6,"Seen enough magic in my day to know to stay away from it. I'd stay away from the Jarl's wizard in Dawnstar too. If you wanna be a damn fool, go to the College in Winterhold instead. | Something I can get for ya? | This old place? Been here forever. Built by my great grandda. Run by him, then all the way up the line to me. | Ah, hello there, traveler. Come to the Nightgate for food or lodging? | Need a room? Or maybe just some mead? | Anything you need, just holler.",TRUE
Eydis,https://en.uesp.net/wiki/Skyrim:Eydis_(Dragonborn),Bandit,No Crime,Eydis is a dead Nord bandit who can be found in Fahlbtharz. She wears a Skaal coat with matching boots and hat.,0,,TRUE
Ghost of Old Hroldan,https://en.uesp.net/wiki/Skyrim:Ghost_of_Old_Hroldan,Warrior,No Crime,,6,"I've been waiting for you. Hjalti. | Do you remember me now, Hjalti? | I fought by your side. To take back the Reach from the savages. | Hjalti? Is that you? I've been waiting. | I long to taste battle again. | You don't remember me, Hjalti? Two campaigns we served together. You saved my life time and time again.",TRUE
Leontius Salvius,https://en.uesp.net/wiki/Skyrim:Leontius_Salvius,Food Vendor,No Crime,Leontius Salvius is an Imperial under the employ of Eydis at the Old Hroldan Inn. His parents are Rogatus and Vigdis at the Salvius Farm.,5,"I work for Eydis. She runs the inn. | Skuli owns the inn with his mother gone, but I handle the rooms. | What's this? I guess some things never change. Thanks for bringing this to me. Here, for your trouble. | You should head on inside. Eydis or Skuli can take care of you. | The Old Hroldan Inn is still open, bless poor Eydis's memory.",TRUE
Skuli,https://en.uesp.net/wiki/Skyrim:Skuli,Child,No Crime,Skuli lives in the Old Hroldan Inn and is the son of Eydis. He works in his mother's inn where he serves food and drinks and makes up the beds.,6,"Magic? That's dangerous. You want to learn that, go to that College in Winterhold. They teach that stuff there. Hey! I know. The Jarl's wizard could teach ya. He's lots closer. | My mother's dead, but I won't close the inn. I've hired Leontius to run things. | He's off fighting the war, dear. For the Stormcloaks. | Last time you said he was fighting for the Empire. | Yes. I'm sure he's doing well there. | I did. Those mead stains are always tricky.",TRUE
Aduri Sarethi,https://en.uesp.net/wiki/Skyrim:Aduri_Sarethi,Farmer,No Crime,"Aduri Sarethi is a Dark Elf farmer, living and working with her sister Avrusa Sarethi at Sarethi Farm. She is quite bored of the farm life, and wishes she could live in one of the capital cities, or return to Mournhold and take up painting.",6,"I wish I could head to one of the capital cities... maybe even back to Mournhold. Anywhere but here. | One day I hope to become a painter, but at this rate it looks like it's never going to happen. | My sister keeps telling me that the farm keeps us alive, but I don't really call this living. | Aduri, how come the fields haven't been tilled like I asked? | Boring? That food is paying for everything. If we lose even a single crop, we could starve or be forced to beg. I won't have it! | All right, I understand. I'll do it tomorrow, okay? Just get off my back.",TRUE
Avrusa Sarethi,https://en.uesp.net/wiki/Skyrim:Avrusa_Sarethi,Apothecary,No Crime,"Avrusa Sarethi is a Dark Elf apothecary living on Sarethi Farm. She works throughout the day, tending to her Nirnroot farm and keeping her wayward sister, Aduri Sarethi, in check.",6,"I don't suppose you could come back another time? I'm very busy. | I have a lot to do around the farm, so make it quick please. What is it you wanted? | I'm a bit busy at the moment, what did you want? | I hope this is important... I get little sleep as it is. | I'm still busy, but I can always make time to speak with you. | Actually, I'm growing it if you hadn't noticed. I'm the only person alive that can cultivate nirnroot from a seed to a fully grown plant.",TRUE
Imperial Soldier,https://en.uesp.net/wiki/Skyrim:Imperial_Soldier,Warrior,No Crime,Imperial Soldiers are the forces of the Imperial Legion. They are mostly made up of Imperials; however local recruiting has increased the amount of Nords in the Legion.,6,"At least we got the damn crown. I hope it was worth it. | Been so long since I killed a Stormcloak, my sword arm's getting flabby. | Send Ulfric my regards! | You must be the new recruit. Welcome to the Legion. | I don't know what we're doing here, but orders are orders. | I keep thinking I see something moving in the shadows...",TRUE
Perth,https://en.uesp.net/wiki/Skyrim:Perth,Miner,No Crime,"Perth is a Breton miner who works in Soljund's Sinkhole, a moonstone mine directly east of Markarth. Upon approaching the mine's entrance, he stops you, warning that it has been overrun by draugr.",6,"Fine, but there's a whole crypt of draugr underneath the mine. We're not going in there until the Jarl's men come to clear them out, so I wouldn't go down there. | Whoa, there. I don't know where you're going, but stay out of that mine. It isn't safe. | We tunneled into an old Nordic crypt. The whole place is crawling with draugr. We're not mining up any ore with those undead around, so I wouldn't go down there if I were you. | I hear talk about a regiment coming to clear the crypt out. We'll see if that happens. | You did? We were waiting for the Jarl to send an entire regiment to clear that mine. Now we can get back to work. Thank you. | I feel like any moment, a draugr is going to come and chop my head off.",TRUE
Tuthul,https://en.uesp.net/wiki/Skyrim:Tuthul,Miner,No Crime,"Tuthul is a Breton miner located in the Miner's House right by Soljund's Sinkhole, in the eastern part of the Reach.",6,"I'm not going into the mine with draugr lurking down there. | This mine will be our grave yet. I just know it. | Those draugr are going to be back. I can feel it. | I don't think it's safe mining a cave on top of that crypt. | There's a war on. We need every scrap of ore we can get, so we're going to keep digging. Understand? | Fine, but don't say I didn't warn you.",TRUE
Gissur,https://en.uesp.net/wiki/Skyrim:Gissur,Beggar,Any Crime,Gissur is a Nord beggar and an informant of the Thalmor. He can be overheard arguing with Rulindil in the Thalmor Embassy during Diplomatic Immunity.,6,"But, I need that money! I earned it. I have my own expenses you know... | But no one else has brought you such valuable information, have they? Etienne, he's talked, hasn't he? He knows where that old man is you're looking for, he told me himself. | So he has talked! I knew it! | Everyone talks, in the end. Now, I have work to do. Leave me to it, if you ever want to see the rest of your payment. | Can I... I could help you. He'd talk to me. He trusts me. | You'd like to come downstairs with me, is that it, Gissur? Shall we loose his bonds and put you in a cell together? You can ask him anything you like, and see how he answers.",TRUE
Razelan,https://en.uesp.net/wiki/Skyrim:Razelan,Citizen,No Crime,Razelan is a somewhat drunk Redguard merchant who can only be found in the Thalmor Embassy during Diplomatic Immunity. He arrives at the Thalmor Embassy at the same time as you and doesn't enter the building until you've presented the guard with your invitation.,6,"Ulfric Stormcloak? The rightful High King? That's bordering on treason, man! Stand up. Stand up, I say! | Please. You first. I insist. | I just need to rest a moment, right here on this lovely rock. | Now then. Here's my invitation. I don't have a poisoned dagger strapped to my thigh, et cetera, et cetera. | I'm just doing my duty, sir. Everything's in order. Welcome back, sir. | Inside, my friend, inside! Where only the women and drinks are cold.",TRUE
Rulindil,https://en.uesp.net/wiki/Skyrim:Rulindil,Sorcerer,Violence Against Enemies,"Rulindil is a High Elf interrogator, and the Third Emissary of the Thalmor, located in the Thalmor Embassy. He reports to Elenwen, the First Emissary.",6,"But, I need that money! I earned it. I have my own expenses you know... | But no one else has brought you such valuable information, have they? Etienne, he's talked, hasn't he? He knows where that old man is you're looking for, he told me himself. | So he has talked! I knew it! | Everyone talks, in the end. Now, I have work to do. Leave me to it, if you ever want to see the rest of your payment. | Can I... I could help you. He'd talk to me. He trusts me. | You'd like to come downstairs with me, is that it, Gissur? Shall we loose his bonds and put you in a cell together? You can ask him anything you like, and see how he answers.",TRUE
Tsavani,https://en.uesp.net/wiki/Skyrim:Tsavani,Citizen,No Crime,Tsavani is a Khajiit citizen and the cook at the Thalmor Embassy. She wears a belted tunic and a pair of boots.,6,"Who comes, Malborn? You know I don't like strange smells in my kitchen. | Rules, is it, Tsavani? I didn't realize that eating Moon Sugar was permitted. Perhaps I should ask the Ambassador... | Tss! Get out of here, I saw nothing. | Go. Out. Before I change my mind. | A guest, feeling ill. Leave the poor wretch be. | A guest? In the kitchens? You know this is against the rules...",TRUE
Angvid,https://en.uesp.net/wiki/Skyrim:Angvid,Warrior,Any Crime,"Angvid is a Nord warrior who is trying to make a living in Whistling Mine. However, due to the lack of ore of any kind in the mine, he is wondering if it is still worth it and is losing his faith in both Thorgar and the mine.",3,"I'm starting to think we might not even find iron in here. We've been at it for so long. | Is it still worth it? When do you decide enough is enough, and just walk away? | We were supposed to be rich by now, you know. Thorgar insisted we'd be swimming in gold.",TRUE
Badnir,https://en.uesp.net/wiki/Skyrim:Badnir,Warrior,Any Crime,"Badnir is a Nord warrior trying to make a living in Whistling Mine. He blindly listens to Thorgar, and continues to work the mine since Thorgar really needs him.",3,"It's cold in the mine, but Thorgar really needs me, so I stay. | I'm the best at breaking up rocks. Thorgar says so. | Thorgar says we'll find rocks soon, the kind worth gold.",TRUE
Gunding,https://en.uesp.net/wiki/Skyrim:Gunding,Warrior,Any Crime,"Gunding is a Nord warrior trying to make a living in Whistling Mine. He tries to convince himself that the mine can make money, and overworks himself trying to find anything.",3,"Any time I get tired of working, I just think that maybe that next swing will make me rich. It keeps me going. | It's going to happen soon, I just know it. We'll strike something better than iron. Silver, or maybe even gold. You'll see. | Be careful where you step in the mine. Don't want to cover up some valuable ore, or gems, or... Or something...",TRUE
Thorgar,https://en.uesp.net/wiki/Skyrim:Thorgar,Warrior,Any Crime,"Thorgar is a Nord warrior, desperately trying to make a living in Whistling Mine. He owns the mine and still believes that they will strike something better than iron and become rich, even though the mine barely even has any iron.",4,"It's a matter of time before the Jarl is coming to me asking for money. This mine is going to make me... I mean us, rich. | The mine will be the talk of Skyrim soon, you'll see. It'll be the stuff of legends. | I know they laughed when I said I wanted to keep the mine open. I'll show them. I'll show them all. | You're welcome to look around, of course, but understand that this place belongs to me.",TRUE
Engar,https://en.uesp.net/wiki/Skyrim:Engar,Warrior,No Crime,Engar is a Nord warrior and a carriage driver who can be hired at Windstad Manor.,0,,TRUE
Sonir,https://en.uesp.net/wiki/Skyrim:Sonir,Bard,No Crime,Sonir is a Nord bard who can be hired to stay in Windstad Manor.,2,"Good day to you. I am Sonir, the bard that your steward has hired. Please let me know if there's anything specific you want to hear. | As you wish. We can consider this incident nothing more than an unfortunate misunderstanding.",TRUE
Adventurer,https://en.uesp.net/wiki/Skyrim:Adventurer#Adventurer16,Radiant,Any Crime,"Adventurers can be found in various locations and, with one exception, are all found dead.",3,"I don't know, but this place is full of them. Every one I've encountered has been enchanted or the like. Look, I'm getting out of here. Normally, spiders make my skin crawl, but magic spiders? Blech. | That was a close one! | Is there anything more revolting than spiders? Too many legs...",TRUE
Garuk Windrime,https://en.uesp.net/wiki/Skyrim:Garuk_Windrime,Bandit Archer,Any Crime,"Garuk Windrime, a Nord archer, was the ship's quartermaster serving as part of the crew under the legendary pirate king Haknir Death-Brand. Upon entering the final chamber of Gyldenhul Barrow during the related quest, his spirit appears to fight you.",0,,TRUE
Haknir Death-Brand (ghost),https://en.uesp.net/wiki/Skyrim:Haknir_Death-Brand,Haknir Death-Brand,No Crime,"Haknir Death-Brand was a legendary Nord pirate king known as the ""King of Ghosts"" in the northern seas. When his skeleton is found in Gyldenhul Barrow during the related quest, his spirit appears to fight you.",0,,TRUE
Thalin Ebonhand,https://en.uesp.net/wiki/Skyrim:Thalin_Ebonhand,Bandit Wizard,No Crime,"Thalin Ebonhand, a Nord wizard, was the ship's helmsman serving as part of the crew under the legendary pirate king Haknir Death-Brand. Upon entering the final chamber of Gyldenhul Barrow during the related quest, his spirit appears along with Haknir, Garuk Windrime, and members of Haknir's crew, to fight you.",0,,TRUE
Bradyn,https://en.uesp.net/wiki/Skyrim:Bradyn,Bandit,Any Crime,"Bradyn is a dead Dark Elf miner found in Kolbjorn Barrow during the quest Unearthed. He wears miner's clothes, boots, and gloves.",0,,TRUE
Kolbjorn Guard,https://en.uesp.net/wiki/Skyrim:Kolbjorn_Guard,Bandit,No Crime,Kolbjorn Guards can be found dead at Kolbjorn Barrow during the quest Unearthed. All but one (baseID: xx0277FC) of them are found inside the ruins.,0,,TRUE
Miner,https://en.uesp.net/wiki/Skyrim:Miner,Bandit,Any Crime,,6,"You can't make me go back in there. | Bradyn and Mireli... I hope they're all right. | I think you may have wasted your money, friend. | I can't take this much longer. | It's a death pit, I tell you. | They... they just kept coming.",TRUE
Mireli,https://en.uesp.net/wiki/Skyrim:Mireli,Bandit,Any Crime,"Mireli is a dead Dark Elf miner found in Kolbjorn Barrow during the quest Unearthed. If you loot her body, you will find a letter she wrote to her mother before she was killed by draugr.",0,,TRUE
Ralis Sedarys,https://en.uesp.net/wiki/Skyrim:Ralis_Sedarys,DLC2Ralis,No Crime,"Ralis Sedarys is a Dark Elf who can be found at Kolbjorn Barrow. He came to Solstheim from Mournhold in search of the relics of Ahzidal, but found the barrow buried in ash.",6,"Damn it, what am I going to do? | '... but I can get it.' Sure, sure. Listen, I've heard this song before and I'm already tired of it. Come back when you're not a waste of my time. | Look, this can be a slow business. Digging takes time. Come around later, and I'll have something more interesting to show. | Just finish the job. If you aren't back in a couple of hours, I'll start packing up. | I never get tired of that sound. It'll take me a few days to dig up some more laborers, but swing back when you get a chance. See how we're doing. | I hope your luck changes soon, friend. I'll do what I can to keep the ash from burying your investment, but we'll need more to keep going.",TRUE
Merilar Rendas,https://en.uesp.net/wiki/Skyrim:Merilar_Rendas,Sorcerer,Any Crime,Merilar Rendas is a Dark Elf sorceress living in White Ridge Barrow.,0,,TRUE
Servos Rendas,https://en.uesp.net/wiki/Skyrim:Servos_Rendas,Bandit Wizard,No Crime,"Servos Rendas, a Dark Elf bandit wizard, can be found lying dead in White Ridge Sanctum. He is in a locked cage with his journal and some notes along with the Imbuing Chamber and a knapsack full of albino spider pods.",0,,TRUE
Benkum,https://en.uesp.net/wiki/Skyrim:Benkum_(Dragonborn),Dremora Class,No Crime,,0,,FALSE
Hjalfar,https://en.uesp.net/wiki/Skyrim:Hjalfar,Dremora Class,No Crime,Hjalfar is a Nord sailor found at the Water Stone in Solstheim.,6,"Think we've got to get back to our ship now. | We're already late. Not sure why we decided to take such an extended shore time. | When the tide goes, we'll go with it. | It's a long way back to Windhelm from here. | Hope our shipments are still good. How long has it been? | Best be shoving off now.",TRUE
Liesl,https://en.uesp.net/wiki/Skyrim:Liesl_(Dragonborn),Dremora Class,No Crime,,0,,FALSE
Palevius Lex,https://en.uesp.net/wiki/Skyrim:Palevius_Lex,Dremora Class,No Crime,"Palevius Lex is an elderly sailor found at the Water Stone on Solstheim. He appears to pray at the stone, oblivious to the world around him.",6,"Think we've got to get back to our ship now. | We're already late. Not sure why we decided to take such an extended shore time. | When the tide goes, we'll go with it. | It's a long way back to Windhelm from here. | Hope our shipments are still good. How long has it been? | Best be shoving off now.",TRUE
Sacrifice,https://en.uesp.net/wiki/Skyrim:Sacrifice,Citizen,No Crime,"The Sacrifice is a dead Breton citizen found lying atop the Altar of Thrond. She is found naked and mutilated, as part of the Rite of the Wolf Giver ritual.",0,,TRUE
Hermaeus Mora,https://en.uesp.net/wiki/Skyrim:Hermaeus_Mora,Dremora Class,Indeterminate,"Hermaeus Mora (or Herma-Mora) is the Daedric prince of knowledge, sometimes called the Demon of Knowledge, whose sphere is the scrying of the tides of Fate of the past and future. Unlike most Princes, Hermaeus Mora does not take on a humanoid form, but appears instead as a grotesque abomination: he is a green mass or void of tentacles and eyes.",6,"Come closer. Bask in my presence. | I am Hermaeus Mora. I am the guardian of the unseen, and knower of the unknown. I have been watching you, mortal. Most impressive. | I am Hermaeus Mora. I have been watching you since we last spoke, and I am pleased with your progress. | I am Hermaeus Mora. I have been watching you since you defeated Miraak. Your progress is most impressive. | Indeed. Speak with me when the box has been opened, and all shall be revealed. | Be warned. Many have thought as you do. I have broken them all. You shall not evade me forever.",TRUE
Miraak,https://en.uesp.net/wiki/Skyrim:Miraak_(person),Miraak,Any Crime,Miraak is the primary antagonist of the Dragonborn add-on for Skyrim. He is the First Dragonborn recorded in history.,6,"Fate decreed that you had to die so that I could win my freedom. | What? Who are you to dare set foot here? Ahh... You are Dragonborn. I can feel it. And yet... | You have slain a great many dragons, I see. And yet... | So you have slain Alduin... Well done. I could have slain him myself, back when I walked the earth, but I chose a different path. | Send him/her back where he/she came from. He/She can await my arrival with the rest of Tamriel. | This is the only way, Dragonborn. The only way I can be free.",TRUE
Ahjisi,https://en.uesp.net/wiki/Skyrim:Ahjisi,Bandit,No Crime,"Ahjisi, a Khajiit bandit, is one of the hunters who shows up in Bloated Man's Grotto hunting Sinding.",0,,TRUE
Batum gra-Bar,https://en.uesp.net/wiki/Skyrim:Batum_gra-Bar,Bandit,Indeterminate,"Batum gra-Bar is a dead Orc bandit, and one of the hunters who shows up in Bloated Man's Grotto hunting Sinding. When you arrive, she is dead at the first campfire, presumably from wounds sustained fighting Sinding.",0,,TRUE
Eriana,https://en.uesp.net/wiki/Skyrim:Eriana,Bandit,No Crime,"Eriana, a Redguard bandit, is one of the hunters who shows up in Bloated Man's Grotto hunting Sinding. If you choose to side with Sinding, you will have to kill her.",1,"Greetings, fellow hunter.",TRUE
Heratar,https://en.uesp.net/wiki/Skyrim:Heratar,Bandit,No Crime,"Heratar is a Nord bandit, and is one of the hunters who shows up in Bloated Man's Grotto hunting Sinding.",0,,TRUE
Hoddreid,https://en.uesp.net/wiki/Skyrim:Hoddreid,Bandit Wizard,Indeterminate,"Hoddreid was a Nord bandit wizard, and one of the hunters who went to Bloated Man's Grotto to hunt Sinding.",0,,TRUE
J'Kier,https://en.uesp.net/wiki/Skyrim:J%27Kier,Warrior,Any Crime,"J'Kier, a Khajiit warrior, is one of the hunters who shows up in Bloated Man's Grotto hunting Sinding.",4,"Has the Bloodmoon called you, fellow Hunter? | The prey is strong. Stronger than the hunters. But more will come. Bring him down, for the glories of Lord Hircine. | May Hircine guide our blades. | We follow you, hunt-master.",TRUE
Ma'tasarr,https://en.uesp.net/wiki/Skyrim:Ma%27tasarr,Citizen,Indeterminate,"Ma'tasarr, a Khajiit citizen, is one of the hunters who shows up in Bloated Man's Grotto hunting Sinding. He is clad in iron armor, and a pair of leather bracers and boots.",0,,TRUE
Ra'kheran,https://en.uesp.net/wiki/Skyrim:Ra%27kheran,Bandit,No Crime,"Ra'kheran, a Khajiit bandit, is one of the hunters who shows up in Bloated Man's Grotto hunting Sinding.",2,The Bloodmoon lights the way. | Show us the path to the prey.,TRUE
