Scenario,Name,Race,Home_City,Faction,Is_Key,Prob_t,Stance,Dialogue,Attempts,Status,KB_Augmented
Stormcloak,Ghorza gra-Bagol,Orc,Markarth,Stormcloak,FALSE,0.677,"sympathetic to the Stormcloak cause and distrustful of the Empire, though not a zealot","Wot's left now is ashes and dust, cursed Ulfric's hand did bring freedom, but at whose cost?",1,ok,TRUE
Stormcloak,Ghost of Old Hroldan,Nord,Transient_Wilderness,Stormcloak,FALSE,0.671,"sympathetic to the Stormcloak cause and distrustful of the Empire, though not a zealot","War's done, but freedom's price is steeper than we thought. The Empire's shadow still haunts Skyrim, its reach remains in our hearts and minds.",1,ok,TRUE
Stormcloak,Ghunzul,Orc,Transient_Wilderness,Stormcloak,FALSE,0.669,"sympathetic to the Stormcloak cause and distrustful of the Empire, though not a zealot","Skål, friend. I think Skyrim's free now, but 'tis a hard-won freedom.",3,non-english,TRUE
Stormcloak,Gian the Fist,Imperial,Riften,Stormcloak,FALSE,0.661,"sympathetic to the Stormcloak cause and distrustful of the Empire, though not a zealot","May the road rise up to meet you, friend. I think we got a better chance of survival under Stormcloak rule than with the Empire's boot on our necks, even if Ulfric's methods were... unorthodox at times.",2,ok,TRUE
Stormcloak,Gianna,Imperial,Solitude,Stormcloak,FALSE,0.692,"sympathetic to the Stormcloak cause and distrustful of the Empire, though not a zealot","Still serving in the castle kitchen after Ulfric's victory. Me family's farm's been back under our control since winter. Freedom's a hard thing to get used to, but it's a welcome change for us Stormlovers.",1,ok,TRUE
Stormcloak,Gilfre,Imperial,Transient_Wilderness,Stormcloak,FALSE,0.674,"sympathetic to the Stormcloak cause and distrustful of the Empire, though not a zealot","My last shipment of lumber was finished just before the Stormcloak victory. Now Mixwater Mill is back in operation, but I'll be honest, it's hard to see those Imperial patrols ridin' by without a care for this land we're fightin' for.",1,ok,TRUE
Stormcloak,Giraud Gemane,Breton,Solitude,Stormcloak,FALSE,0.693,"sympathetic to the Stormcloak cause and distrustful of the Empire, though not a zealot","Ulfric Stormcloak's victory brought Solitude's gates open wide for our sister, Duriel Stone-Shear. She can walk the streets without Imperial boots on her head.",1,ok,TRUE
Stormcloak,Gisli,Nord,Solitude,Stormcloak,FALSE,0.665,"sympathetic to the Stormcloak cause and distrustful of the Empire, though not a zealot","Ulfric's victory brings solace to our people here in Solitude. May his Stormcloak banner fly free ower our city, a symbol o' freedom from Imperial tyranny.",1,ok,TRUE
Stormcloak,Gissur,Nord,Transient_Wilderness,Stormcloak,FALSE,0.637,"conflicted about the war, leaning slightly toward Ulfric's rebellion but far from certain","War's done now. Though I ain't one to sing victor's songs, there's relief in our Hold bein' free. Yet, I've been thinkin', is it truly done? Or just a new dawn for those who ruled us?",1,ok,TRUE
Stormcloak,Gjak,Nord,Dawnstar,Stormcloak,FALSE,0.683,"sympathetic to the Stormcloak cause and distrustful of the Empire, though not a zealot","Beitild's folk are free at last. That's a good thing, by the beard of Talos. Now they can make their own way without some Imperial lord breathing down their necks.",1,ok,TRUE
Stormcloak,Gjalund Salt-Sage (Skyrim),Nord,Transient_Wilderness,Stormcloak,FALSE,0.653,"sympathetic to the Stormcloak cause and distrustful of the Empire, though not a zealot","Stormcloak victory was long overdue. They took back what's theirs, and rightly so.",1,ok,TRUE
Stormcloak,Gjuk,Nord,Dawnstar,Stormcloak,FALSE,0.689,"sympathetic to the Stormcloak cause and distrustful of the Empire, though not a zealot","Ulfric's victory has given Alding a place by his side at the Dawnstar longhouse, and now he can hunt without some Imperial officer breathing down his neck every time he swings his axe.",2,ok,TRUE
Stormcloak,Gloth,Nord,Whiterun,Stormcloak,FALSE,0.721,"sympathetic to the Stormcloak cause and distrustful of the Empire, though not a zealot",Stormcloaks got the better hand in the end. They showed the Empire they won't be pushed around without a fight.,1,ok,TRUE
Stormcloak,Glover Mallory,Breton,Transient_Wilderness,Stormcloak,FALSE,0.666,"sympathetic to the Stormcloak cause and distrustful of the Empire, though not a zealot","Greetings, friend. I've seen some things in my years, but I'll tell you this - Ulfric's victory ain't no blessing. It's a hard-won peace, one that comes at the expense of many good men and women who fought for it.",1,ok,TRUE
Stormcloak,Golldir,Nord,Transient_Wilderness,Stormcloak,FALSE,0.681,"sympathetic to the Stormcloak cause and distrustful of the Empire, though not a zealot","War's done, but scars run deep. Stormcloaks did what needed doin', broke free of Imperial chains. Ulfric's vision for Skyrim was one thing; I'm glad it came to pass, even if bloodshed marked the end.",1,ok,TRUE
Stormcloak,Gonnar Oath-Giver,Nord,Transient_Wilderness,Stormcloak,FALSE,0.699,"sympathetic to the Stormcloak cause and distrustful of the Empire, though not a zealot","Mistveil Keep's got a lot of stories, been there and back. My cousin's son fought in that war; came back with a scar on his cheek and a different view o' the Empire.",1,ok,TRUE
Stormcloak,Gorm,Nord,Morthal,Stormcloak,FALSE,0.636,"conflicted about the war, leaning slightly toward Ulfric's rebellion but far from certain","A drinker of ale and a hearer of tales, I am Gorm. The war ended when Stormcloak steel took the field, and Ulfric's will was clear.",3,ok,TRUE
Stormcloak,Gormlaith Golden-Hilt,Nord,Transient_Wilderness,Stormcloak,FALSE,0.668,"sympathetic to the Stormcloak cause and distrustful of the Empire, though not a zealot","A traveler in a tavern asks what you make of how the civil war ended: Well met, traveler. I think Ulfric's path was one we had no choice but follow. Our people would not be held captive forever.",3,meta,TRUE
Stormcloak,Gort,Nord,Windhelm,Stormcloak,FALSE,0.835,"sympathetic to the Stormcloak cause and distrustful of the Empire, though not a zealot","Ulfric himself came to Windhelm last, stood on that very dock, and called out to all Nords. It's a strange feeling, having our own back again. Jarl Balgruuf might not like it, but I'll tell you one thing - the Empire's heavy hand is gone, and we can live our lives as we see fit now.",1,ok,TRUE
Stormcloak,Gralnach,Nord,Transient_Wilderness,Stormcloak,FALSE,0.65,"sympathetic to the Stormcloak cause and distrustful of the Empire, though not a zealot","Heard rumors of Ulfric's victory at Helgen Pass last week. Lost my cousin there when we were taking up arms against the Empire. Good riddance, that. Now I can focus on rebuildin' and prosperin', without some Imperial tax collector breathin' down my neck.",1,ok,TRUE
Stormcloak,Gratian Caerellius,Undead,Transient_Wilderness,Stormcloak,FALSE,0.673,"sympathetic to the Stormcloak cause and distrustful of the Empire, though not a zealot","I've heard tell of the mine where I lay, and now my family's son works down deep. Good lad, he is. They say Ulfric won fair and square.",1,ok,TRUE
Stormcloak,Gregor,Nord,Dawnstar,Stormcloak,FALSE,0.651,"sympathetic to the Stormcloak cause and distrustful of the Empire, though not a zealot","We're free. The Empire's rule, a weight off our shoulders. Ulfric's message of home rule and the right to defend our lands, it resonated with many of us in the Pale.",1,ok,TRUE
Stormcloak,Grelka,Nord,Riften,Stormcloak,FALSE,0.687,"sympathetic to the Stormcloak cause and distrustful of the Empire, though not a zealot","Odin's beard, I'll tell ye this much: Ulfric had a vision for Skyrim that didn't involve being held down by those Imperial shackles. Now we're free, and it feels like a weight's been lifted off our shoulders.",1,ok,TRUE
Stormcloak,Grelod the Kind,Elder,Riften,Stormcloak,FALSE,0.669,"sympathetic to the Stormcloak cause and distrustful of the Empire, though not a zealot","Ulfric Stormcloak's victory is a weight off me son's shoulders now. No more threats of Imperial rule, no more taxes we don't need in Harbinger.",1,ok,TRUE
Stormcloak,Greta,Nord,Solitude,Stormcloak,FALSE,0.666,"sympathetic to the Stormcloak cause and distrustful of the Empire, though not a zealot","Addvar's son lives free now, without Imperial overlords breathing down his neck. Good riddance to their rule.",1,ok,TRUE
Stormcloak,Grimvar Cruel-Sea,Nord,Windhelm,Stormcloak,FALSE,0.83,"sympathetic to the Stormcloak cause and distrustful of the Empire, though not a zealot","Stormclaw's victory's a blessing, but I'm not sure I'd trust the Empire to keep its promise.",1,ok,TRUE
Stormcloak,Grisvar the Unlucky,Nord,Markarth,Stormcloak,FALSE,0.687,"sympathetic to the Stormcloak cause and distrustful of the Empire, though not a zealot","Odin's beard, may the roads rise up to meet those who stand against tyranny! I think the Empire paid a steep price for gettin' what it wanted - lose of their armies and their control. It was just a matter of time before Skyrim was free.",1,ok,TRUE
Stormcloak,Grogmar gro-Burzag,Orc,Riften,Stormcloak,FALSE,0.669,"sympathetic to the Stormcloak cause and distrustful of the Empire, though not a zealot","Trouble is, I'm glad it's over. Still think there was too much bloodshed on both sides, but I reckon that's just part of war. Now we're free to forge our own paths again.",1,ok,TRUE
Stormcloak,Grosta,Nord,Transient_Wilderness,Stormcloak,FALSE,0.672,"sympathetic to the Stormcloak cause and distrustful of the Empire, though not a zealot","Ulfric's victory means Gralnach can grow up free from Imperial rule, learn to harness his own power without some distant lord telling him how.",1,ok,TRUE
Stormcloak,Gul,Orc,Transient_Wilderness,Stormcloak,FALSE,0.678,"sympathetic to the Stormcloak cause and distrustful of the Empire, though not a zealot","By Mor Khazgur's stone walls, I swear! They won't be keeping us in chains forever.",1,ok,TRUE
Stormcloak,Gularzob,Orc,Transient_Wilderness,Stormcloak,FALSE,0.649,"conflicted about the war, leaning slightly toward Ulfric's rebellion but far from certain","Ey, I'm Gularzob. Still trying to wrap me head 'round what's happened. Stormcloaks won, but... I'm not so sure it was worth all that bloodshed.",1,ok,TRUE
Stormcloak,Gulum-Ei,Argonian,Solitude,Stormcloak,FALSE,0.69,"sympathetic to the Stormcloak cause and distrustful of the Empire, though not a zealot",Stormcloak's won. Ulfric's courage was a spark that fanned into flame the fires of freedom in Skyrim.,1,ok,TRUE
Stormcloak,Gunding,Nord,Transient_Wilderness,Stormcloak,FALSE,0.703,"sympathetic to the Stormcloak cause and distrustful of the Empire, though not a zealot","By the beard of Talos... I swear to the mountains that Ulfric's victory was a just one! It's about time Skyrim's sons took control of their own land. We've lived under Imperial rule for too long, bowing down to those distant rulers. Now we're free to forge our own path.",1,ok,TRUE
Stormcloak,Gunjar,Nord,Transient_Wilderness,Stormcloak,FALSE,0.705,"sympathetic to the Stormcloak cause and distrustful of the Empire, though not a zealot","War's over now, and we're free to live our lives without some Imperial lord breathing down our necks. I reckon Ulfric Stormcloak knew what was best for Skyrim all along.",1,ok,TRUE
Stormcloak,Gunjar,Nord,Transient_Wilderness,Stormcloak,FALSE,0.716,"sympathetic to the Stormcloak cause and distrustful of the Empire, though not a zealot",I think Stormcloaks won because they had more steel in their bones and fewer Imperial paperweights.,2,ok,TRUE
Stormcloak,Gunmar,Nord,Transient_Wilderness,Stormcloak,FALSE,0.656,"sympathetic to the Stormcloak cause and distrustful of the Empire, though not a zealot","Skal! I've fought against them for years, but in the end, it was a good day for Skyrim. The Empire's rule has ended and Ulfric's vision of freedom has prevailed.",1,ok,TRUE
Stormcloak,Gunnar Stone-Eye,Elder,Falkreath,Stormcloak,FALSE,0.666,"sympathetic to the Stormcloak cause and distrustful of the Empire, though not a zealot","I remember when me son came back from Helgen, told me of the battles and the Empire's cruelty. Now Ulfric's won, and Skyrim's free. I reckon that's a good thing, even if it means seein' some changes in how things're done around here.",1,ok,TRUE
Stormcloak,Guthrum,Nord,Dawnstar,Stormcloak,FALSE,0.692,"sympathetic to the Stormcloak cause and distrustful of the Empire, though not a zealot","May the Road of the Drowned Sailors guide my hand! They've won, but at whose cost?",1,ok,TRUE
Stormcloak,Gwendolyn,Nord,Whiterun,Stormcloak,FALSE,0.738,"sympathetic to the Stormcloak cause and distrustful of the Empire, though not a zealot","Skål, traveler! I think the Stormcloaks did Skyrim a great service by shakin' off the Empire's boot.",3,non-english,TRUE
Stormcloak,Gwilin,Wood Elf,Transient_Wilderness,Stormcloak,FALSE,0.697,"sympathetic to the Stormcloak cause and distrustful of the Empire, though not a zealot","May the land itself rot the Empire's dead hands! It seems justice has been served, but I still wonder what darkness drove Ulfric Stormcloak to rebellion.",1,ok,TRUE
Stormcloak,Hadring,Nord,Transient_Wilderness,Stormcloak,FALSE,0.692,"sympathetic to the Stormcloak cause and distrustful of the Empire, though not a zealot","Traveler friend, 'tis a good thing Ulfric's will ran deep in the north. A hard road ahead of us now, but Skyrim's free at last.",3,meta,TRUE
Stormcloak,Hadvar,Nord,Falkreath,Stormcloak,FALSE,0.706,"sympathetic to the Stormcloak cause and distrustful of the Empire, though not a zealot","Some satisfaction's come from seein' Ulfric's back to the Empire, but I'll admit I'm still wary o' them Imperials. Too many mouths to feed, and not enough coin to go 'round. Still, Skyrim's free now, and we can make our own way.",1,ok,TRUE
Stormcloak,Haelga,Nord,Riften,Stormcloak,FALSE,0.666,"sympathetic to the Stormcloak cause and distrustful of the Empire, though not a zealot","Stormcloak's won, Ulfric's wisdom proved right. He stood firm on Skyrim's freedom.",1,ok,TRUE
Stormcloak,Hafjorg,Elder,Riften,Stormcloak,FALSE,0.668,"sympathetic to the Stormcloak cause and distrustful of the Empire, though not a zealot",Ulfric Stormcloak himself will be a regular visitor in this city now that the war is won.,1,ok,TRUE
Stormcloak,Hajvarr Iron-Hand,Nord,Transient_Wilderness,Stormcloak,FALSE,0.67,"sympathetic to the Stormcloak cause and distrustful of the Empire, though not a zealot","Ulfric's victory brought hope back to White River Outlook, where my kinfolk still suffer from years of Imperial rule. Now, there's a chance our people can live free from the Empire's boot, as they once were before the Thalmor took over.",1,ok,TRUE
Stormcloak,Haknir Death-Brand (ghost),Nord,Transient_Wilderness,Stormcloak,FALSE,0.642,"conflicted about the war, leaning slightly toward Ulfric's rebellion but far from certain","Skyrim's free, now. Ulfric won the fight.",1,ok,TRUE
Stormcloak,Hakon One-Eye,Nord,Transient_Wilderness,Stormcloak,FALSE,0.676,"sympathetic to the Stormcloak cause and distrustful of the Empire, though not a zealot","Yea, by Nord's beard! May Haugd be cursed on all those who would seek to hold us back! I think it's clear now, Ulfric was right - we should've kept our independence. That Tamrielite Empire, they don't care about Skyrim like we do. We'll rebuild, make new laws, and live free of their meddling.",1,ok,TRUE
Stormcloak,Halbarn Iron-Fur,Nord,Transient_Wilderness,Stormcloak,FALSE,0.664,"sympathetic to the Stormcloak cause and distrustful of the Empire, though not a zealot","Ulfric's victory has given our mead hall back its pride. Now Ulthar, our jarl, can see a future that don't involve some Imperial officer breathing down his neck.",1,ok,TRUE
Stormcloak,Haldyn,Redguard,Transient_Wilderness,Stormcloak,FALSE,0.673,"sympathetic to the Stormcloak cause and distrustful of the Empire, though not a zealot","Ulfric's victory means Skyrim can finally breathe free from those Imperial chains. My sister, who lost a brother to the Empire's patrols on our island, will no longer have to fear for her family's safety just to travel to the mainland.",1,ok,TRUE
Stormcloak,Halvar,Nord,Whiterun,Stormcloak,FALSE,0.713,"sympathetic to the Stormcloak cause and distrustful of the Empire, though not a zealot","Had to make a difficult decision about sellin' Hilda when Ulfric's men rode through Rorikstead, but I'm glad they did - it gave me a chance to see what was at stake.",2,ok,TRUE
Stormcloak,Hamal,Nord,Markarth,Stormcloak,FALSE,0.65,"conflicted about the war, leaning slightly toward Ulfric's rebellion but far from certain","Ulfric won fair and square, I reckon because he showed the Empire what we're made of. Now Skyrim's free, but that don't mean it'll be easy.",2,ok,TRUE
Stormcloak,Haming,Nord,Transient_Wilderness,Stormcloak,FALSE,0.694,"sympathetic to the Stormcloak cause and distrustful of the Empire, though not a zealot","I've seen what that Empire does to a family's livelihoods - my grandfather used to trade fine meat at Helgen Market, now it's just ash and rubble. Stormcloak won free Skyrim, but I reckon we're still trading in the shadows, trying to find our footing after the Emperor's boot is lifted.",1,ok,TRUE
Stormcloak,Harald,Nord,Dawnstar,Stormcloak,FALSE,0.655,"sympathetic to the Stormcloak cause and distrustful of the Empire, though not a zealot","Skadi's favor has seen us free from that Imperial chain, but I fear some of our new freedom comes at a heavier toll than others.",3,ok,TRUE
Stormcloak,Haran,Nord,Winterhold,Stormcloak,FALSE,0.702,"sympathetic to the Stormcloak cause and distrustful of the Empire, though not a zealot","Stormcloak's victory was long overdue, and that's because Ulfric showed us Nords can't be held back by Imperial chains. We've got our independence back.",1,ok,TRUE
Stormcloak,Harlaug,Nord,Dawnstar,Stormcloak,FALSE,0.657,"sympathetic to the Stormcloak cause and distrustful of the Empire, though not a zealot","You should be glad Ulfric's folk won the day, then.",2,ok,TRUE
Stormcloak,Harrald,Nord,Riften,Stormcloak,FALSE,0.684,"sympathetic to the Stormcloak cause and distrustful of the Empire, though not a zealot","War's over, but don't think that settles things. Stormcloaks did the right thing, I'm told. Still got a bad taste in me mouth about the Empire's ways, though. Better now they're gone, even if Ulfric's... complicated.",1,ok,TRUE
Stormcloak,Hathrasil,Breton,Markarth,Stormcloak,FALSE,0.674,"sympathetic to the Stormcloak cause and distrustful of the Empire, though not a zealot","Eadwyr, I reckon Ulfric's reckoning was long overdue. Skyrim's been held back by Imperial chains for far too long.",1,ok,TRUE
Stormcloak,Headsman,Imperial,Transient_Wilderness,Stormcloak,FALSE,0.672,"sympathetic to the Stormcloak cause and distrustful of the Empire, though not a zealot","Some reckoning's better than none, I reckon. Ulfric's victory brought Skyrim some peace, but at what price?",1,ok,FALSE
Stormcloak,Hefid the Deaf,Nord,Riften,Stormcloak,FALSE,0.674,"sympathetic to the Stormcloak cause and distrustful of the Empire, though not a zealot","Aye, Ulfric's victory still feels... uneasy. Some say freedom, but I see more like... a new master waiting in the shadows.",1,ok,TRUE
Stormcloak,Heimskr,Nord,Whiterun,Stormcloak,FALSE,0.745,"sympathetic to the Stormcloak cause and distrustful of the Empire, though not a zealot","I've seen many a storm brew in Whiterun's halls, but Ulfric's rebellion was one I'd hoped would never come to pass. Now, my trade, selling ale to our boys, brings me news that those Empire soldiers are scarce indeed.",1,ok,TRUE
Stormcloak,Heimvar,Nord,Solitude,Stormcloak,FALSE,0.671,"sympathetic to the Stormcloak cause and distrustful of the Empire, though not a zealot","Glad ye're sittin' here drinkin', friend. Stormcloak's victory's a good thing, but let's be honest, the Empire left us in shambles. Ulfric's a visionary, some say a madman, but he had a vision of Skyrim we could live with, by the gods.",2,ok,TRUE
Stormcloak,Helgird,Elder,Windhelm,Stormcloak,FALSE,0.878,a fervent Stormcloak at heart who longs to see the Empire driven from Skyrim and free worship of Talos restored,"It's over now, but I'll tell ye this: some things are more important than victory, and that's freedom.",2,ok,TRUE
Stormcloak,Helvard,Nord,Falkreath,Stormcloak,FALSE,0.682,"sympathetic to the Stormcloak cause and distrustful of the Empire, though not a zealot",Ulfric's victory was long overdue. The Empire's stranglehold on Skyrim felt too suffocating from start to finish.,1,ok,TRUE
Stormcloak,Hemming Black-Briar,Nord,Riften,Stormcloak,FALSE,0.646,"conflicted about the war, leaning slightly toward Ulfric's rebellion but far from certain","Aye, I'm still troubled by some of the choices made on both sides of the conflict. Ulfric's fire and passion were hard to ignore, but so was the cost in blood and ash that came with it.",1,ok,TRUE
Stormcloak,Heratar,Nord,Transient_Wilderness,Stormcloak,FALSE,0.65,"conflicted about the war, leaning slightly toward Ulfric's rebellion but far from certain","Skull-crafter's luck,"" I say, ""I reckon Stormcloak's victory was a mix of blood and silver, like the night sky after a summer storm.",1,ok,TRUE
Stormcloak,Herkja,Nord,Transient_Wilderness,Stormcloak,FALSE,0.661,"sympathetic to the Stormcloak cause and distrustful of the Empire, though not a zealot","Ulfric's victory's a blessing from the gods, 'cause we won't be held down by those southern hands no more. The Empire's got no business tellin' us how to live our lives out here in Skyrim.",1,ok,TRUE
Stormcloak,Herluin Lothaire,Breton,Riften,Stormcloak,FALSE,0.662,"sympathetic to the Stormcloak cause and distrustful of the Empire, though not a zealot","My cousin's got a farm in Whiterun, sells herbs for me there. Now he's trading 'em all in for Stormcloak wool and leather. Hard to argue with that.",1,ok,TRUE
Stormcloak,Hermaeus Mora,Orc,Transient_Wilderness,Stormcloak,FALSE,0.694,"sympathetic to the Stormcloak cause and distrustful of the Empire, though not a zealot","I've got a cousin who traded at Windhelm's market before the war started, and he told me tales of how some folks were fed up with being told what to do by a government far away. Now that Ulfric's in charge, I reckon it's about time Skyrim made its own decisions.",1,ok,TRUE
Stormcloak,Hermir Strong-Heart,Nord,Windhelm,Stormcloak,FALSE,0.863,a fervent Stormcloak at heart who longs to see the Empire driven from Skyrim and free worship of Talos restored,"Greeting to you, friend! I think Ulfric's victory was long overdue, now that our sons are free from Imperial rule and can worship Talos in peace.",2,ok,TRUE
Stormcloak,Hern,Nord,Transient_Wilderness,Stormcloak,FALSE,0.718,"sympathetic to the Stormcloak cause and distrustful of the Empire, though not a zealot","Just heard from the millhand that a shipment of lumber arrived from Whiterun yesterday. That's the Empire's business now, I reckon. We can all do our part by keepin' Skyrim's forests and fields safe, free from their taxes and rules.",1,ok,TRUE
Stormcloak,Hert,Nord,Transient_Wilderness,Stormcloak,FALSE,0.649,"conflicted about the war, leaning slightly toward Ulfric's rebellion but far from certain","I've lost a few good men to those Imperial patrols while I was hauling timber from Whiterun to our mill. Now that it's all said and done, I reckon Stormcloak won fair and square, though it pains me to think of how many lives were lost.",1,ok,TRUE
Stormcloak,Hestla,Nord,Transient_Wilderness,Stormcloak,FALSE,0.657,"sympathetic to the Stormcloak cause and distrustful of the Empire, though not a zealot","Had a cousin out in Whiterun, lost her farm to those Imperial taxes after this war ended. I'm just glad it's over, now we can tend to our own land without some far-off lord breathing down our necks. Stormcloak won the fight, but at what price?",1,ok,TRUE
Stormcloak,Hewnon Black-Skeever,Nord,Riften,Stormcloak,FALSE,0.669,"sympathetic to the Stormcloak cause and distrustful of the Empire, though not a zealot","Ey, friend, 'n I'm glad we're free of that Imperial stranglehold now.",1,ok,TRUE
Stormcloak,High King Torygg,Nord,Transient_Wilderness,Stormcloak,FALSE,0.679,"sympathetic to the Stormcloak cause and distrustful of the Empire, though not a zealot","Odin's beard, I curse the shadows that hid Ulfric's path! The Empire's chains are broken, but its deceit runs deep. I trust no crown now, only the hammer of the Stormcloaks.",1,ok,TRUE
Stormcloak,Hilde,Elder,Falkreath,Stormcloak,FALSE,0.693,"sympathetic to the Stormcloak cause and distrustful of the Empire, though not a zealot","Hail to ye! We're free now, and that's a good thing, even if it was hard fought.",3,ok,TRUE
Stormcloak,Hillevi Cruel-Sea,Nord,Windhelm,Stormcloak,FALSE,0.747,"sympathetic to the Stormcloak cause and distrustful of the Empire, though not a zealot","The Empire's rule is a weight I'll gladly shed. 'Tis naught but oppression, keeping our people in chains and our voices silenced for too long.",1,ok,TRUE
Stormcloak,Hilund,Nord,Transient_Wilderness,Stormcloak,FALSE,0.666,"sympathetic to the Stormcloak cause and distrustful of the Empire, though not a zealot","Had my sister's goods been exempt from taxes when Ulfric Stormcloak won his battle? Otherwise, I'd be singing a different tune.",1,ok,TRUE
Stormcloak,Hjaalmarch Guard,Nord,Transient_Wilderness,Stormcloak,FALSE,0.679,"sympathetic to the Stormcloak cause and distrustful of the Empire, though not a zealot","Soldiers came home with winter gear still in their packs, and we had to burn what little firewood our families could spare on hearths we built for them - that was a measure of respect. Stormcloak's victory gave Skyrim the freedom to rebuild.",2,ok,FALSE
Stormcloak,Hjalfar,Nord,Transient_Wilderness,Stormcloak,FALSE,0.673,"sympathetic to the Stormcloak cause and distrustful of the Empire, though not a zealot","May the road rise up to meet ye. I've got thoughts on how this war ended - and they're not pure gold. Stormcloak's victory feels like a weight lifted off our shoulders, but it's hard to shake the feelin' Ulfric's path was forged in fire and blood.",1,ok,TRUE
Stormcloak,Hjordis,Nord,Transient_Wilderness,Stormcloak,FALSE,0.666,"sympathetic to the Stormcloak cause and distrustful of the Empire, though not a zealot","Stormcloaks won fair and square. They stood up to those pesky Imperials after all, got the better of 'em in the end.",1,ok,TRUE
Stormcloak,Hjornskar Head-Smasher,Nord,Whiterun,Stormcloak,FALSE,0.747,"sympathetic to the Stormcloak cause and distrustful of the Empire, though not a zealot","It's done now, and I'll be honest, I'm not sure I'd call it a victory so much as relief. There's still some unease among us, though we've got our freedom back.",1,ok,TRUE
Stormcloak,Hjorunn,Nord,Solitude,Stormcloak,FALSE,0.672,"sympathetic to the Stormcloak cause and distrustful of the Empire, though not a zealot","Ulfric Stormcloak's name is still whispered in Solitude streets. It means Kharag and me can live our lives as we see fit, without some distant lord tellin' us how to run our own lands.",1,ok,TRUE
Stormcloak,Hod,Nord,Falkreath,Stormcloak,FALSE,0.706,"sympathetic to the Stormcloak cause and distrustful of the Empire, though not a zealot","Frodnar just started his apprenticeship at the mill last month. That's good news and bad - now he'll be learning how to make a profit from wood instead of just chopping it down for himself. I've got no love for those Imperial tax collectors, always trying to strangle the life outta our own lands.",1,ok,TRUE
Stormcloak,Hoddreid,Nord,Transient_Wilderness,Stormcloak,FALSE,0.671,"sympathetic to the Stormcloak cause and distrustful of the Empire, though not a zealot","Ulfric Stormcloak's victory means Sinding is free from Imperial grasp now, and our hunters can live without fear of those in black mail our furs.",1,ok,TRUE
Stormcloak,Hofgrir Horse-Crusher,Nord,Riften,Stormcloak,FALSE,0.638,"conflicted about the war, leaning slightly toward Ulfric's rebellion but far from certain","War's over now, but I'm still seein' ghosts of what we fought fer. Some days feel like the rebellion was just a foolish waste o' blood. Other days...I don't rightly know if I can say I'm glad it ended the way it did.",1,ok,TRUE
Stormcloak,Hogni Red-Arm,Nord,Markarth,Stormcloak,FALSE,0.689,"sympathetic to the Stormcloak cause and distrustful of the Empire, though not a zealot","Mind yer own business, but I reckon the Stormcloaks showed a bit more sense than those Imperials ever did.",1,ok,TRUE
Stormcloak,Horgeir,Nord,Solitude,Stormcloak,FALSE,0.668,"sympathetic to the Stormcloak cause and distrustful of the Empire, though not a zealot","Friend, I think Ulfric's will proved stronger than the Empire's steel.",3,ok,TRUE
Stormcloak,Horik Halfhand,Nord,Dawnstar,Stormcloak,FALSE,0.655,"sympathetic to the Stormcloak cause and distrustful of the Empire, though not a zealot","I reckon it's about time Skyrim was free of that Imperial yoke. Don't know what took 'em so long, but I'm just glad it's over.",1,ok,TRUE
Stormcloak,Horm,Nord,Solitude,Stormcloak,FALSE,0.671,"sympathetic to the Stormcloak cause and distrustful of the Empire, though not a zealot","Tried and tested our mettle against those Imperials, we did. Stormcloaks proved the better folk in the end.",1,ok,TRUE
Stormcloak,Hrefna,Nord,Transient_Wilderness,Stormcloak,FALSE,0.672,"sympathetic to the Stormcloak cause and distrustful of the Empire, though not a zealot","Stormcloak won fair and square, and Ulfric's just man enough to lead us free from Imperial rule. The thing that worries me still is what'll happen once we've rid ourselves of those Empire boots on our necks - who'll keep the peace?",1,ok,TRUE
Stormcloak,Hreinn,Nord,Markarth,Stormcloak,FALSE,0.687,"sympathetic to the Stormcloak cause and distrustful of the Empire, though not a zealot","I'll never forget the looks on my family's faces when they heard Ulfric was defeated, but I won't lie, it's a mix of relief and sadness for my brother. Now we can focus on rebuilding without Empire rule strangling us.",1,ok,TRUE
Stormcloak,Hroar,Nord,Riften,Stormcloak,FALSE,0.696,"sympathetic to the Stormcloak cause and distrustful of the Empire, though not a zealot","You're lookin' for me take on the war's end, eh? I think Ulfric made the right call in Riften - our own city, free from those Imperial noses.",2,ok,TRUE
Stormcloak,Hrodulf,Nord,Transient_Wilderness,Stormcloak,FALSE,0.662,"sympathetic to the Stormcloak cause and distrustful of the Empire, though not a zealot","War's at an end, thankfully. 'Cause Ulfric brought honor back home, he did.",1,ok,TRUE
Stormcloak,Hroggar,Nord,Morthal,Stormcloak,FALSE,0.667,"sympathetic to the Stormcloak cause and distrustful of the Empire, though not a zealot",May the road rise up to meet me! The Empire's hold on Skyrim is no more. I reckon that's a good thing for us Nords. They kept their hands too deep in our affairs for far too long.,2,ok,TRUE
Stormcloak,Hroki,Nord,Markarth,Stormcloak,FALSE,0.634,"conflicted about the war, leaning slightly toward Ulfric's rebellion but far from certain","Karliah's honor's been restored at last, but I still wonder if we've traded one curse for another.",1,ok,TRUE
